Date,Team,Player_Name,Notes,Year,Injury_Type
2015-10-28,Wizards,Martell Webster,Placed On Il With Sore Right Hip (Out For Season),2015,Other
2015-10-29,Hawks,Mike Muscala,Placed On Il With Ankle Injury,2015,Other
2015-10-29,Hawks,Thabo Sefolosha,Placed On Il With Ankle Injury,2015,Other
2015-10-29,Hawks,Nan,Activated From Il,2015,Other
2015-10-29,Mavericks,Deron Williams,Sprained Left Knee (Dtd),2015,Sprain
2015-10-29,Mavericks,Wes Matthews Jr.,Rest (Dtd),2015,Other
2015-10-29,Pistons,Jodie Meeks,Fractured Right Foot (Out Indefinitely),2015,Fracture
2015-10-30,76Ers,Nan,Returned To Lineup,2015,Other
2015-10-30,Bucks,John Henson,Sore Left Achilles (Dtd),2015,Other
2015-10-30,Bulls,Cameron Bairstow,Placed On Il,2015,Other
2015-10-30,Celtics,Jordan Mickey,Placed On Il,2015,Other
2015-10-30,Hawks,Kyle Korver,Placed On Il,2015,Other
2015-10-30,Heat,Chris Andersen,Placed On Il,2015,Other
2015-10-30,Kings,Quincy Acy,Placed On Il,2015,Other
2015-10-30,Nets,Chris Mccullough,Placed On Il With Knee Injury,2015,Other
2015-10-30,Nets,Willie Reed,Placed On Il Recovering From Surgery On Right Thumb To Repair Torn Ligament,2015,Torn
2015-10-30,Nuggets,Jusuf Nurkic,Placed On Il With Bruised Knee,2015,Bruise
2015-10-30,Thunder,Cameron Payne,Placed On Il,2015,Other
2015-10-30,Warriors,Andrew Bogut,Placed On Il With Concussion,2015,Other
2015-10-30,Pistons,Jodie Meeks,Surgery On Right Foot To Repair Fracture (Date Approximate),2015,Fracture
2015-10-31,Jazz,Tibor Pleiss,Placed On Il,2015,Other
2015-10-31,Jazz,Nan,Activated From Il,2015,Other
2015-10-31,Kings,Eric Moreland,Placed On Il,2015,Other
2015-10-31,Pacers,Glenn Robinson Iii,Shoulder Injury (Dtd),2015,Other
2015-11-01,Bulls,Kirk Hinrich,Placed On Il With Sore Toe,2015,Other
2015-11-01,Bulls,Nan,Activated From Il,2015,Other
2015-11-01,Hawks,Tim Hardaway Jr.,Placed On Il,2015,Other
2015-11-01,Hawks,Edy Tavares,Placed On Il,2015,Other
2015-11-01,Hornets,Aaron Harrison,Placed On Il,2015,Other
2015-11-01,Lakers,Robert Sacre,Placed On Il,2015,Other
2015-11-01,Mavericks,Justin Anderson,Placed On Il,2015,Other
2015-11-01,Pelicans,Kendrick Perkins,Strained Right Pectoral Muscle (Dtd),2015,Strain
2015-11-01,Rockets,Dwight Howard,Rest (Dtd),2015,Other
2015-11-01,Rockets,Terrence Jones,Placed On Il With Facial (Eyelid) Injury,2015,Other
2015-11-01,Thunder,Steve Novak,Placed On Il,2015,Other
2015-11-02,76Ers,Nan,Returned To Lineup,2015,Other
2015-11-02,Rockets,Chuck Hayes,Foot Injury (Dtd),2015,Other
2015-11-02,Spurs,Matt Bonner,Placed On Il,2015,Other
2015-11-02,Suns,Devin Booker,Placed On Il With Ankle Injury,2015,Other
2015-11-03,76Ers,Robert Covington,Sprained Mcl In Right Knee (Dtd),2015,Sprain
2015-11-03,Cavaliers,J.R. Smith,Bruised Right Knee (Dtd),2015,Bruise
2015-11-03,Hawks,Mike Muscala,Sore Right Ankle (Dtd),2015,Other
2015-11-03,Hawks,Thabo Sefolosha,Placed On Il With Ankle Injury,2015,Other
2015-11-03,Hawks,Nan,Activated From Il,2015,Other
2015-11-03,Heat,Amar'E Stoudemire,Placed On Il With Rehab Of Knee,2015,Other
2015-11-03,Heat,Gerald Green,Placed On Il With Illness,2015,Other
2015-11-03,Kings,Demarcus Cousins,Placed On Il With Strained Achilles,2015,Strain
2015-11-03,Lakers,Anthony Brown,Placed On Il,2015,Other
2015-11-03,Mavericks,John Jenkins,Placed On Il,2015,Other
2015-11-03,Nuggets,Joffrey Lauvergne,Strained Lower Back (Dtd),2015,Strain
2015-11-03,Nuggets,Nikola Jokic,Strained Lower Back (Dtd),2015,Strain
2015-11-03,Pacers,Ian Mahinmi,Sore Lower Back (Dtd),2015,Other
2015-11-03,Pacers,Shayne Whittington,Placed On Il,2015,Other
2015-11-03,Pelicans,Omer Asik,Sprained Right Calf (Dtd),2015,Sprain
2015-11-03,Lakers,Larry Nance Jr.,Nose Injury (Dtd),2015,Other
2015-11-04,Bucks,John Henson,Placed On Il With Sore Left Achilles,2015,Other
2015-11-04,Bucks,Michael Carter-Williams,Strained Left Ankle (Dtd),2015,Strain
2015-11-04,Bucks,O.J. Mayo,Placed On Il With Strained Right Hamstring,2015,Strain
2015-11-04,Bucks,Nan,Activated From Il,2015,Other
2015-11-04,Celtics,Marcus Smart,Placed On Il With Sprained Left Toe,2015,Sprain
2015-11-04,Hawks,Kyle Korver,Placed On Il,2015,Other
2015-11-04,Jazz,Jeff Withey,Placed On Il,2015,Other
2015-11-04,Knicks,Arron Afflalo,Placed On Il With Strained Left Hamstring,2015,Strain
2015-11-04,Magic,Nikola Vucevic,Sprained Right Knee (Dtd),2015,Sprain
2015-11-04,Pacers,C.J. Miles,Sore Right Ankle (Dtd),2015,Other
2015-11-04,Rockets,Patrick Beverley,Concussion (Dtd),2015,Other
2015-11-04,Suns,Cory Jefferson,Placed On Il,2015,Other
2015-11-05,Grizzlies,Jordan Adams,Placed On Il With Right Knee Injury,2015,Other
2015-11-05,Grizzlies,Nan,Activated From Il,2015,Other
2015-11-05,Heat,Mario Chalmers,Placed On Il With Knee Injury,2015,Other
2015-11-05,Mavericks,Salah Mejri,Placed On Il,2015,Other
2015-11-06,Bucks,Michael Carter-Williams,Placed On Il With Strained Left Ankle,2015,Strain
2015-11-06,Bucks,Nan,Activated From Il,2015,Other
2015-11-06,Hawks,Mike Muscala,Ankle Injury (Dtd),2015,Other
2015-11-06,Hawks,Thabo Sefolosha,Placed On Il With Ankle Injury,2015,Other
2015-11-06,Magic,Nikola Vucevic,Placed On Il With Bone Bruise In Right Knee,2015,Bruise
2015-11-06,Pelicans,Kendrick Perkins,Placed On Il With Strained Right Pectoral Muscle,2015,Strain
2015-11-06,Rockets,Dwight Howard,Rest / Back Injury (Dtd),2015,Other
2015-11-06,Rockets,Patrick Beverley,Placed On Il With Concussion,2015,Other
2015-11-06,Wizards,Drew Gooden,Back Injury (Dtd),2015,Other
2015-11-06,Pelicans,Norris Cole,Sprained Left Ankle (Dtd),2015,Sprain
2015-11-07,Clippers,Chris Paul,Sore Right Groin (Dtd),2015,Other
2015-11-07,Hawks,Tiago Splitter,Placed On Il With Calf Injury,2015,Other
2015-11-07,Hawks,Tim Hardaway Jr.,Placed On Il,2015,Other
2015-11-07,Hawks,Nan,Returned To Lineup,2015,Other
2015-11-07,Kings,Darren Collison,Sore Hamstring (Dtd),2015,Other
2015-11-07,Kings,Seth Curry,Sprained Right Ankle (Dtd),2015,Sprain
2015-11-07,Pacers,Rodney Stuckey,Ankle Injury (Dtd),2015,Other
2015-11-07,Pelicans,Jrue Holiday,Lower Right Leg Injury (Dtd),2015,Other
2015-11-07,Thunder,Nick Collison,Placed On Il With Strained Hamstring,2015,Strain
2015-11-08,Blazers,Luis Montero,Placed On Il,2015,Other
2015-11-08,Blazers,Nan,Activated From Il,2015,Other
2015-11-08,Cavaliers,Anderson Varejao,Dnp,2015,Other
2015-11-08,Raptors,Demarre Carroll,Placed On Il With Sore Right Heel,2015,Other
2015-11-09,76Ers,Nerlens Noel,Sore Left Wrist (Dtd),2015,Other
2015-11-09,Bulls,Joakim Noah,Sore Left Knee (Dtd),2015,Other
2015-11-09,Clippers,Nan,Returned To Lineup,2015,Other
2015-11-09,Grizzlies,Brandan Wright,Sore Right Knee (Dtd),2015,Other
2015-11-09,Hawks,Edy Tavares,Placed On Il,2015,Other
2015-11-09,Kings,Seth Curry,Placed On Il With Sprained Right Ankle,2015,Sprain
2015-11-09,Magic,Jason Smith,Sore Left Knee (Dtd),2015,Other
2015-11-09,Nets,Brook Lopez,Sore Right Foot (Dtd),2015,Other
2015-11-09,Nuggets,Jameer Nelson,Sprained Back / Si Joint (Dtd),2015,Sprain
2015-11-09,Pacers,Rodney Stuckey,Sore Right Ankle (Dtd),2015,Other
2015-11-09,Timberwolves,Tyus Jones,Placed On Il,2015,Other
2015-11-09,Warriors,Ian Clark,Placed On Il,2015,Other
2015-11-09,Wizards,Bradley Beal,Sore Left Shoulder (Dtd),2015,Other
2015-11-10,Cavaliers,Nan,Returned To Lineup,2015,Other
2015-11-10,Celtics,Jordan Mickey,Placed On Il,2015,Other
2015-11-10,Lakers,Kobe Bryant,Placed On Il For Rest / Sore Back,2015,Other
2015-11-10,Mavericks,John Jenkins,Placed On Il,2015,Other
2015-11-10,Raptors,Terrence Ross,Placed On Il With Left Thumb Injury,2015,Other
2015-11-10,Timberwolves,Andrew Wiggins,Sore Right Knee (Dtd),2015,Other
2015-11-10,Timberwolves,Kevin Garnett,Placed On Il For Rest,2015,Other
2015-11-10,Timberwolves,Ricky Rubio,Sore Left Knee (Dtd),2015,Other
2015-11-10,Wizards,Nene Hilario,Sore Back (Dtd),2015,Other
2015-11-11,76Ers,Richaun Holmes,Strained Right Hamstring (Dtd),2015,Strain
2015-11-11,Blazers,Cliff Alexander,Placed On Il,2015,Other
2015-11-11,Blazers,Meyers Leonard,Dislocated Left Shoulder (Out Indefinitely),2015,Other
2015-11-11,Blazers,Nan,Activated From Il,2015,Other
2015-11-11,Bucks,Jabari Parker,Rest (Dtd),2015,Other
2015-11-11,Celtics,Avery Bradley,Placed On Il With Leg Injury,2015,Other
2015-11-11,Grizzlies,Jarell Martin,Recovering From Surgery On Left Foot To Repair Fracture (Dtd) (P),2015,Fracture
2015-11-11,Knicks,Cleanthony Early,Placed On Il,2015,Other
2015-11-11,Magic,C.J. Watson,Sore Left Calf (Dtd),2015,Other
2015-11-11,Magic,Jason Smith,Placed On Il,2015,Other
2015-11-11,Mavericks,Chandler Parsons,Placed On Il With Rehab Of Knee / Rest,2015,Other
2015-11-11,Pacers,Rodney Stuckey,Sprained Right Ankle (Dtd),2015,Sprain
2015-11-11,Pelicans,Anthony Davis,Strained Right Hip (Dtd),2015,Strain
2015-11-11,Pelicans,Jrue Holiday,Lower Right Leg Injury (Dtd),2015,Other
2015-11-11,Rockets,K.J. Mcdaniels,Placed On Il,2015,Other
2015-11-11,Rockets,Sam Dekker,Sore Back (Dtd),2015,Other
2015-11-11,Spurs,Boban Marjanovic,Placed On Il,2015,Other
2015-11-11,Thunder,Kevin Durant,Strained Left Hamstring (Dtd),2015,Strain
2015-11-11,Warriors,Brandon Rush,Placed On Il,2015,Other
2015-11-12,Clippers,Chris Paul,Sore Right Groin (Dtd),2015,Other
2015-11-12,Clippers,J.J. Redick,Lower Back Spasms (Dtd),2015,Other
2015-11-12,Jazz,Rudy Gobert,Placed On Il With Sprained Left Ankle,2015,Sprain
2015-11-12,Jazz,Nan,Activated From Il,2015,Other
2015-11-12,Magic,Victor Oladipo,Concussion (Dtd),2015,Other
2015-11-12,Pacers,Myles Turner,Chip Fracture In Left Thumb (Out Indefinitely),2015,Fracture
2015-11-12,Timberwolves,Ricky Rubio,Placed On Il With Hamstring Injury,2015,Other
2015-11-13,76Ers,Nan,Returned To Lineup,2015,Other
2015-11-13,Blazers,Meyers Leonard,Placed On Il With Dislocated Left Shoulder,2015,Other
2015-11-13,Bulls,Cristiano Felicio,Placed On Il,2015,Other
2015-11-13,Celtics,James Young,Placed On Il,2015,Other
2015-11-13,Hawks,Lamar Patterson,Placed On Il,2015,Other
2015-11-13,Hornets,Cody Zeller,Placed On Il With Ankle Injury,2015,Other
2015-11-13,Jazz,Rodney Hood,Placed On Il With Sore Right Foot,2015,Other
2015-11-13,Kings,Duje Dukan,Placed On Il,2015,Other
2015-11-13,Kings,Rudy Gay,Gastroenteritis (Dtd),2015,Other
2015-11-13,Lakers,Anthony Brown,Placed On Il,2015,Other
2015-11-13,Magic,Victor Oladipo,Placed On Il With Concussion,2015,Other
2015-11-13,Mavericks,John Jenkins,Placed On Il,2015,Other
2015-11-13,Raptors,Lucas Nogueira,Placed On Il,2015,Other
2015-11-13,Rockets,Sam Dekker,Placed On Il With Sore Back,2015,Other
2015-11-13,Thunder,Kevin Durant,Placed On Il With Strained Left Hamstring,2015,Strain
2015-11-13,Jazz,Rudy Gobert,Sprained Left Ankle (Dtd),2015,Sprain
2015-11-13,Magic,Jason Smith,Sore Left Knee (Dtd),2015,Other
2015-11-14,Bucks,Tyler Ennis,Placed On Il Recovering From Surgery On Right Shoulder,2015,Surgery
2015-11-14,Bucks,Nan,Activated From Il,2015,Other
2015-11-14,Grizzlies,James Ennis,Sore Shoulder (Dtd),2015,Other
2015-11-14,Mavericks,Chandler Parsons,Placed On Il For Rest / Knee Injury,2015,Other
2015-11-14,Mavericks,Wes Matthews Jr.,Achilles Injury (Dtd),2015,Other
2015-11-14,Rockets,Dwight Howard,Back Injury (Dtd),2015,Other
2015-11-14,Rockets,Patrick Beverley,Placed On Il With Ankle Injury,2015,Other
2015-11-14,Spurs,Manu Ginobili,Placed On Il With Strained Abductor (P) / Adductor (Cbc),2015,Strain
2015-11-14,Spurs,Kawhi Leonard,Placed On Il With Upper Respiratory Infection,2015,Other
2015-11-14,Suns,Markieff Morris,Sprained Left Knee (Dtd),2015,Sprain
2015-11-14,Suns,Ronnie Price,Placed On Il With Concussion,2015,Other
2015-11-14,Warriors,Kevon Looney,Placed On Il,2015,Other
2015-11-14,Warriors,Klay Thompson,Sore Back (Dtd),2015,Other
2015-11-15,Hawks,Jeff Teague,Placed On Il With Sore Left Ankle,2015,Other
2015-11-15,Hornets,P.J. Hairston,Placed On Il With Bruised Right Quadricep,2015,Bruise
2015-11-15,Hornets,Nan,Activated From Il,2015,Other
2015-11-15,Jazz,Tibor Pleiss,Placed On Il,2015,Other
2015-11-15,Raptors,Bruno Caboclo,Placed On Il,2015,Other
2015-11-16,76Ers,Phil Pressey,Illness (Dtd),2015,Other
2015-11-16,76Ers,Nan,Returned To Lineup,2015,Other
2015-11-16,Bucks,Jabari Parker,Sprained Right Foot (Dtd),2015,Sprain
2015-11-16,Bulls,Derrick Rose,Sprained Left Ankle (Dtd),2015,Sprain
2015-11-16,Hawks,Kent Bazemore,Sprained Ankle (Dtd),2015,Sprain
2015-11-16,Lakers,Kobe Bryant,Placed On Il For Rest / Back Injury,2015,Other
2015-11-16,Mavericks,John Jenkins,Placed On Il,2015,Other
2015-11-16,Pacers,George Hill,Upper Respiratory Infection (Dtd),2015,Other
2015-11-16,Pacers,Myles Turner,Surgery On Left Thumb To Repair Chip Fracture And Torn Ligament (Out Indefinitely),2015,Fracture
2015-11-16,Rockets,Sam Dekker,Placed On Il With Sore Back,2015,Other
2015-11-16,Spurs,Matt Bonner,Placed On Il,2015,Other
2015-11-16,Thunder,Andre Roberson,Placed On Il With Illness,2015,Other
2015-11-16,Spurs,Jonathon Simmons,Placed On Il,2015,Other
2015-11-17,Bucks,Jabari Parker,Placed On Il With Sprained Right Foot,2015,Sprain
2015-11-17,Bucks,Nan,Activated From Il,2015,Other
2015-11-17,Hawks,Kent Bazemore,Placed On Il With Sprained Ankle,2015,Sprain
2015-11-17,Heat,Jarnell Stokes,Placed On Il,2015,Other
2015-11-17,Nuggets,Darrell Arthur,Illness (Dtd),2015,Other
2015-11-17,Nuggets,Wilson Chandler,Surgery On Right Hip To Repair Torn Labrum (Out For Season),2015,Torn
2015-11-17,Pelicans,Omer Asik,Stomach Illness (Dtd),2015,Other
2015-11-17,Timberwolves,Tyus Jones,Placed On Il,2015,Other
2015-11-17,Warriors,Shaun Livingston,Placed On Il With Hip Injury,2015,Other
2015-11-18,76Ers,Nan,Returned To Lineup,2015,Other
2015-11-18,Bulls,Derrick Rose,Placed On Il With Sore Left Ankle,2015,Other
2015-11-18,Kings,Eric Moreland,Placed On Il,2015,Other
2015-11-18,Magic,C.J. Watson,Placed On Il,2015,Other
2015-11-18,Nuggets,Joffrey Lauvergne,Placed On Il,2015,Other
2015-11-18,Pelicans,Anthony Davis,Shoulder Injury (Dtd),2015,Other
2015-11-18,Pelicans,Jrue Holiday,Dnp,2015,Other
2015-11-18,Raptors,Terrence Ross,Left Thumb Ligament Injury (Dtd),2015,Other
2015-11-18,Spurs,Boban Marjanovic,Placed On Il,2015,Other
2015-11-18,Spurs,Manu Ginobili,Placed On Il With Hip Injury,2015,Other
2015-11-18,Suns,T.J. Warren,Placed On Il With Illness,2015,Other
2015-11-18,Timberwolves,Kevin Garnett,Placed On Il,2015,Other
2015-11-18,Thunder,Josh Huestis,Placed On Il,2015,Other
2015-11-19,Bucks,Damien Inglis,Placed On Il,2015,Other
2015-11-19,Bucks,Tyler Ennis,Placed On Il,2015,Other
2015-11-19,Bucks,Nan,Activated From Il,2015,Other
2015-11-19,Bulls,Aaron Brooks,Strained Left Hamstring (Dtd),2015,Strain
2015-11-19,Cavaliers,Mo Williams,Right Ankle Inflammation (Dtd),2015,Inflammation
2015-11-19,Cavaliers,Timofey Mozgov,Strained Right Shoulder (Dtd),2015,Strain
2015-11-19,Warriors,Leandro Barbosa,Virus (Dtd),2015,Other
2015-11-20,Celtics,Terry Rozier,Placed On Il,2015,Other
2015-11-20,Clippers,Pablo Prigioni,Illness (Dtd),2015,Other
2015-11-20,Clippers,Nan,Returned To Lineup,2015,Other
2015-11-20,Grizzlies,Zach Randolph,Sore Right Knee (Dtd),2015,Other
2015-11-20,Hornets,Cody Zeller,Sprained Left Ankle (Dtd),2015,Sprain
2015-11-20,Knicks,Lou Amundson,Head Injury (Dtd),2015,Other
2015-11-20,Lakers,Anthony Brown,Placed On Il,2015,Other
2015-11-20,Mavericks,John Jenkins,Placed On Il,2015,Other
2015-11-20,Nuggets,Jusuf Nurkic,Placed On Il,2015,Other
2015-11-20,Spurs,Matt Bonner,Placed On Il,2015,Other
2015-11-20,Suns,Cory Jefferson,Placed On Il,2015,Other
2015-11-20,Timberwolves,Nemanja Bjelica,Placed On Il With Bruised Left Knee (Cbc),2015,Bruise
2015-11-20,Warriors,Brandon Rush,Placed On Il,2015,Other
2015-11-20,Wizards,Martell Webster,Surgery On Right Hip (Out For Season),2015,Surgery
2015-11-20,Nuggets,Joffrey Lauvergne,Strained Lower Back (Dtd),2015,Strain
2015-11-21,76Ers,Nan,Returned To Lineup,2015,Other
2015-11-21,Celtics,Marcus Smart,Bruised Left Knee (Dtd),2015,Bruise
2015-11-21,Hawks,Tiago Splitter,Sore Right Hip (Dtd),2015,Other
2015-11-21,Hawks,Edy Tavares,Placed On Il,2015,Other
2015-11-21,Heat,Amar'E Stoudemire,Placed On Il,2015,Other
2015-11-21,Kings,Rudy Gay,Placed On Il With Shoulder Injury,2015,Other
2015-11-21,Nuggets,Kenneth Faried,Sprained Left Ankle (Dtd),2015,Sprain
2015-11-21,Raptors,Jonas Valanciunas,Fractured Left Hand (Out Indefinitely),2015,Fracture
2015-11-21,Rockets,Dwight Howard,Rest (Dtd),2015,Other
2015-11-21,Spurs,Jonathon Simmons,Placed On Il,2015,Other
2015-11-21,Spurs,Lamarcus Aldridge,Placed On Il With Sprained Left Ankle,2015,Sprain
2015-11-22,Celtics,Marcus Smart,Placed On Il With Left Knee Injury,2015,Other
2015-11-22,Celtics,Nan,Activated From Il,2015,Other
2015-11-22,Nets,Wayne Ellington,Migraine Headache (Dtd),2015,Other
2015-11-22,Nuggets,Joffrey Lauvergne,Placed On Il With Strained Lower Back,2015,Strain
2015-11-22,Raptors,Jonas Valanciunas,Placed On Il With Fractured Left Hand,2015,Fracture
2015-11-22,Mavericks,Salah Mejri,Placed On Il,2015,Other
2015-11-23,Heat,Amar'E Stoudemire,Illness (Dtd) (Y),2015,Other
2015-11-23,Heat,Luol Deng,Sore Hamstring (Dtd),2015,Other
2015-11-23,Hornets,Troy Daniels,Placed On Il With Hamstring Injury,2015,Other
2015-11-23,Hornets,Nan,Returned To Lineup,2015,Other
2015-11-23,Kings,Eric Moreland,Placed On Il,2015,Other
2015-11-23,Spurs,Matt Bonner,Placed On Il,2015,Other
2015-11-23,Suns,Eric Bledsoe,Placed On Il With Sore Left Knee,2015,Other
2015-11-23,Thunder,Steve Novak,Placed On Il,2015,Other
2015-11-23,Timberwolves,Nemanja Bjelica,Placed On Il With Bruised Left Knee (P Y?),2015,Bruise
2015-11-24,Bulls,Cameron Bairstow,Placed On Il,2015,Other
2015-11-24,Bulls,Nan,Activated From Il,2015,Other
2015-11-24,Hawks,Tiago Splitter,Placed On Il With Sore Right Hip,2015,Other
2015-11-24,Mavericks,Devin Harris,Placed On Il For Rest,2015,Other
2015-11-24,Warriors,James Mcadoo,Placed On Il,2015,Other
2015-11-25,76Ers,Nik Stauskas,Bruised Left Knee (Dtd),2015,Bruise
2015-11-25,Cavaliers,Matthew Dellavedova,Left Calf Tightness (Dtd),2015,Other
2015-11-25,Cavaliers,Nan,Returned To Lineup,2015,Other
2015-11-25,Hornets,P.J. Hairston,Placed On Il,2015,Other
2015-11-25,Kings,Caron Butler,Placed On Il With Ankle Injury,2015,Other
2015-11-25,Kings,Demarcus Cousins,Sore Back (Dtd),2015,Other
2015-11-25,Mavericks,Chandler Parsons,Placed On Il For Rest,2015,Other
2015-11-25,Pistons,Spencer Dinwiddie,Sore Left Knee (Dtd),2015,Other
2015-11-25,Raptors,Delon Wright,Placed On Il,2015,Other
2015-11-25,Suns,Tyson Chandler,Placed On Il With Illness,2015,Other
2015-11-25,Thunder,Mitch Mcgary,Sore Ankle (Dtd),2015,Other
2015-11-25,Timberwolves,Nemanja Bjelica,Placed On Il (P),2015,Other
2015-11-25,Spurs,Boban Marjanovic,Placed On Il (P),2015,Other
2015-11-27,76Ers,Nerlens Noel,Sore Right Knee (Dtd),2015,Other
2015-11-27,76Ers,Nan,Returned To Lineup,2015,Other
2015-11-27,Blazers,Chris Kaman,Sore Ankle (Dtd),2015,Other
2015-11-27,Hawks,Thabo Sefolosha,Placed On Il With Ankle Injury,2015,Other
2015-11-27,Heat,Chris Andersen,Illness (Dtd),2015,Other
2015-11-27,Heat,Luol Deng,Placed On Il With Hamstring Injury,2015,Other
2015-11-27,Mavericks,Jose Barea,Sprained Right Ankle (Dtd),2015,Sprain
2015-11-27,Nuggets,Kenneth Faried,Placed On Il With Sprained Left Ankle,2015,Sprain
2015-11-27,Pacers,Jordan Hill,Sore Lower Back (Dtd),2015,Other
2015-11-27,Pacers,Myles Turner,Recovering From Surgery On Left Thumb To Repair Chip Fracture And Torn Ligament (Out Indefinitely),2015,Fracture
2015-11-27,Spurs,Manu Ginobili,Placed On Il For Rest,2015,Other
2015-11-27,Spurs,Tim Duncan,Placed On Il For Rest,2015,Other
2015-11-27,Suns,Cory Jefferson,Placed On Il,2015,Other
2015-11-27,Timberwolves,Ricky Rubio,Ankle Injury (Dtd),2015,Other
2015-11-28,Blazers,Chris Kaman,Placed On Il With Ankle Injury,2015,Other
2015-11-28,Hawks,Edy Tavares,Placed On Il,2015,Other
2015-11-28,Hawks,Nan,Activated From Il,2015,Other
2015-11-28,Kings,Demarcus Cousins,Placed On Il With Strained Lower Back,2015,Strain
2015-11-28,Mavericks,Jose Barea,Placed On Il With Sprained Right Ankle,2015,Sprain
2015-11-28,Nets,Donald Sloan,Placed On Il With Illness,2015,Other
2015-11-28,Nuggets,Gary Harris,Concussion (Dtd),2015,Other
2015-11-28,Raptors,Bruno Caboclo,Placed On Il (P),2015,Other
2015-11-28,Spurs,Matt Bonner,Placed On Il,2015,Other
2015-11-28,Spurs,Ray Mccallum Jr.,Placed On Il,2015,Other
2015-11-28,Warriors,Harrison Barnes,Placed On Il With Sprained Left Ankle,2015,Sprain
2015-11-28,Wizards,Drew Gooden,Strained Right Calf (Dtd),2015,Strain
2015-11-28,Wizards,Gary Neal,Strained Left Groin (Dtd),2015,Strain
2015-11-28,Wizards,Nene Hilario,Placed On Il With Strained Left Calf,2015,Strain
2015-11-29,Bucks,Greivis Vasquez,Placed On Il With Sore Right Ankle,2015,Other
2015-11-29,Grizzlies,Nan,Activated From Il (P),2015,Other
2015-11-29,Knicks,Carmelo Anthony,Illness (Dtd),2015,Other
2015-11-29,Knicks,Lou Amundson,Placed On Il,2015,Other
2015-11-29,Nets,Willie Reed,Placed On Il Recovering From Surgery On Right Thumb To Repair Torn Ligament,2015,Torn
2015-11-29,Suns,Bryce Cotton,Placed On Il,2015,Other
2015-11-29,Suns,Tyson Chandler,Placed On Il With Strained Right Hamstring,2015,Strain
2015-11-29,Timberwolves,Ricky Rubio,Placed On Il With Ankle Injury,2015,Other
2015-11-30,Bulls,Kirk Hinrich,Left Hip Pointer (Dtd),2015,Other
2015-11-30,Hawks,Tim Hardaway Jr.,Placed On Il,2015,Other
2015-11-30,Hawks,Nan,Activated From Il,2015,Other
2015-11-30,Heat,Amar'E Stoudemire,Placed On Il,2015,Other
2015-11-30,Hornets,Al Jefferson,Strained Left Calf (Out Indefinitely),2015,Strain
2015-11-30,Jazz,Tibor Pleiss,Placed On Il,2015,Other
2015-11-30,Kings,Eric Moreland,Placed On Il,2015,Other
2015-11-30,Nets,Andrea Bargnani,Sore Hamstring,2015,Other
2015-11-30,Pacers,Shayne Whittington,Sore Ribs (Dtd) (Y),2015,Other
2015-11-30,Spurs,Boban Marjanovic,Placed On Il,2015,Other
2015-11-30,Thunder,Mitch Mcgary,Placed On Il,2015,Other
2015-12-01,76Ers,Nan,Returned To Lineup,2015,Other
2015-12-01,Lakers,Robert Sacre,Placed On Il,2015,Other
2015-12-01,Magic,Roy Marble,Placed On Il,2015,Other
2015-12-01,Mavericks,Chandler Parsons,Rest (Dnp),2015,Other
2015-12-01,Nets,Andrea Bargnani,Placed On Il With Sore Hamstring,2015,Other
2015-12-01,Timberwolves,Tyus Jones,Placed On Il,2015,Other
2015-12-02,Bulls,Nan,Returned To Lineup,2015,Other
2015-12-02,Clippers,Chris Paul,Placed On Il With Inflamed Rib Cartilage,2015,Other
2015-12-02,Hornets,Al Jefferson,Placed On Il With Strained Left Calf,2015,Strain
2015-12-02,Jazz,Rudy Gobert,Sprained Mcl In Left Knee (Out Indefinitely),2015,Sprain
2015-12-02,Lakers,Tarik Black,Placed On Il,2015,Other
2015-12-02,Pelicans,Jrue Holiday,Dnp,2015,Other
2015-12-02,Raptors,James Johnson,Placed On Il With Sore Left Achilles,2015,Other
2015-12-02,Suns,Markieff Morris,Placed On Il With Bruised Left Knee,2015,Bruise
2015-12-03,Blazers,Cliff Alexander,Placed On Il,2015,Other
2015-12-03,Blazers,Nan,Activated From Il,2015,Other
2015-12-03,Clippers,J.J. Redick,Sprained Right Ankle (Dtd),2015,Sprain
2015-12-03,Heat,Jarnell Stokes,Placed On Il,2015,Other
2015-12-03,Kings,Omri Casspi,Placed On Il With Illness,2015,Other
2015-12-03,Kings,Willie Cauley-Stein,Dislocated Right Index Finger (Out Indefinitely),2015,Other
2015-12-03,Nuggets,Gary Harris,Placed On Il With Concussion,2015,Other
2015-12-03,Nuggets,Kenneth Faried,Ankle Injury (Dtd),2015,Other
2015-12-03,Pistons,Aron Baynes,Surgery To Repair Fractured Nose (Did Not Miss Any Games),2015,Fracture
2015-12-03,Raptors,Delon Wright,Placed On Il,2015,Other
2015-12-04,Bucks,Tyler Ennis,Sore Left Shoulder (Dtd),2015,Other
2015-12-04,Cavaliers,Joe Harris,Placed On Il,2015,Other
2015-12-04,Hawks,Edy Tavares,Placed On Il,2015,Other
2015-12-04,Hawks,Nan,Activated From Il,2015,Other
2015-12-04,Knicks,Cleanthony Early,Placed On Il,2015,Other
2015-12-04,Rockets,Dwight Howard,Rest (Dtd),2015,Other
2015-12-04,Suns,Bryce Cotton,Placed On Il,2015,Other
2015-12-04,Wizards,Kris Humphries,Sprained Left Ankle (Dtd),2015,Sprain
